"","GLOB_EFF0.1","CLUSTERING0.1","GLOB_EFF0.2","CLUSTERING0.2","GLOB_EFF0.3","CLUSTERING0.3","PH_BS","PH_BD","PH_CS","MST_LEAF","MST_DIAM","RAW_FC"
"sub-100206",0.582894653206944,0.689596967223321,1.29301761901966,0.647265012452726,2.18862109685088,0.651927072479144,0.989483440185321,1.4249684144,0.595918679590644,0.4337899543379,0.192660550458716,0.166429761446104
"sub-100307",0.807358177124988,0.533896961690885,1.57594228432534,0.5378518370948,2.66769528109679,0.558703671099698,0.907911691632569,1.3161017775,0.541551477876622,0.424657534246575,0.146788990825688,0.139004237701807
"sub-100408",0.937225795505396,0.46214317573595,1.74637490800787,0.484910302653895,2.83294596037682,0.51717098866,0.86358158913945,1.2898776807,0.546328584285814,0.4337899543379,0.178899082568807,0.12859481051363
"sub-100610",0.695437115752245,0.533119469806465,1.35262975465546,0.56638380420892,2.3025840697377,0.58614837050829,1.03725323209587,1.1988918471,0.669009847018958,0.447488584474886,0.206422018348624,0.158425264451965
"sub-101006",0.800284748030044,0.517911434236616,1.47845442032599,0.543425458497234,2.42009799672294,0.572837080151653,0.909396698847706,1.1958854166,0.603299424394951,0.479452054794521,0.192660550458716,0.145890110469404
"sub-101107",0.819466406189079,0.513349139263993,1.52411419825671,0.53337534131485,2.52226980128268,0.561903156708967,0.915086163024312,1.0879060834,0.643136679598166,0.452054794520548,0.128440366972477,0.143136677638319
"sub-101309",0.9064552962189,0.460535192264448,1.66346952454679,0.498226805706854,2.74263414425483,0.534602356613411,0.865422343202752,1.0804728198,0.567795163730039,0.442922374429224,0.178899082568807,0.131630943133638
"sub-101410",0.556536122951321,0.6087873566633,1.17220159501176,0.650338846623218,2.00530519606962,0.6667639711923,0.980604877799083,1.3267398723,0.602659252466795,0.438356164383562,0.137614678899083,0.171614229353535
"sub-101915",0.764095643422392,0.533847401254282,1.45729566266793,0.556859563561939,2.44312496098215,0.584777097315972,0.935128446775688,1.2586583084,0.521196645574244,0.447488584474886,0.188073394495413,0.146456268173925
"sub-102008",0.678231608211345,0.615506016965871,1.35948452460201,0.616728581627288,2.24144345002001,0.64160974087819,0.901566788537615,1.2583127388,0.648284317298571,0.484018264840183,0.142201834862385,0.156373315754885
