"","GLOB_EFF0.1","CLUSTERING0.1","GLOB_EFF0.2","CLUSTERING0.2","GLOB_EFF0.3","CLUSTERING0.3","PH_BS","PH_BD","PH_CS","MST_LEAF","MST_DIAM","RAW_FC"
"sub-100610",0.869818032503435,0.525584702506412,1.82336606999225,0.560467167842897,3.40804495421592,0.600838248197568,0.924363937752764,1.3498906493,0.612667038599517,0.35,0.236180904522613,0.117531034322726
"sub-102311",0.770597908211816,0.554130929459128,1.49973916934636,0.637545349720168,2.62305791653485,0.685940335303111,0.928046306424121,1.3696070614,0.598784954057591,0.35,0.241206030150754,0.134951892112157
"sub-102816",1.14810235741957,0.505783972125436,2.41427703611976,0.521507924296046,4.24612103432829,0.545835009154908,0.756118063168342,1.3887785966,0.417692818542547,0.405,0.241206030150754,0.0956786596337119
"sub-104416",0.758203085571583,0.637065383774328,1.66306238703955,0.622594749606132,3.17734546400399,0.647057705414821,0.919681800165327,1.5828249169,0.652209695195466,0.39,0.195979899497487,0.125283408817827
"sub-105923",0.98101374643473,0.539974315715257,2.11528823100366,0.557497070838215,3.91575182808139,0.574105379439628,0.866009165686935,1.2394029802,0.576042713552277,0.385,0.206030150753769,0.105786679909525
"sub-108323",0.90550755059092,0.533742769406556,2.04611173535818,0.547336129950289,3.91997572332701,0.573168684206108,0.933143000042211,1.2313115811,0.520834606735442,0.345,0.180904522613065,0.110427860050941
"sub-109123",0.985366754306449,0.495675784392599,2.10444612080716,0.532810513462821,4.02285902260831,0.560860370906147,0.925998246665829,1.380046856,0.540982796411846,0.34,0.236180904522613,0.106747061911275
"sub-111312",0.724627742034084,0.575585988938636,1.52028889522542,0.623912727272727,2.81330844549122,0.674930018312211,0.969308176744724,1.2597796166,0.641036391004384,0.38,0.180904522613065,0.134745827301065
"sub-111514",0.862435786718787,0.533596557594099,1.79023514484347,0.565368992415256,3.18992646443281,0.603180287357579,0.917564600534171,1.299535687,0.428972689478335,0.385,0.175879396984925,0.122165398224876
"sub-114823",0.814914549605008,0.572622958858432,1.82960554079687,0.610552763819096,3.66714596822646,0.62090401047312,0.943095342269347,1.5627963919,0.548203901783058,0.355,0.201005025125628,0.116834550947811
